,image_name,pointRate_col,label_x,label_y
0,V0189.jpg,0.817174515235457,1180.24,699.99
1,P0085.jpg,0.8594182825484764,1241.55,832.78
2,V0117.jpg,0.8732686980609419,1261.98,784.27
3,V0386.jpg,0.8379501385041551,1210.89,641.36
4,V0136.jpg,0.8912742382271468,1287.53,756.19
5,V0075.jpg,0.8137119113573407,1175.13,722.93
6,H0008.jpg,0.8436911487758946,1792.11,1049.14
7,V0358.jpg,0.8628808864265928,1246.66,843.03
8,V0161.jpg,0.8857340720221607,1279.87,1098.46
9,P0144.jpg,0.8808864265927978,1272.2,756.19
10,V0362.jpg,0.8621883656509696,1245.16,671.89
11,P0028.jpg,0.8168549905838042,1735.12,1228.78
12,P0097.jpg,0.8344875346260388,1205.78,840.5
13,P0159.jpg,0.8286252354048964,1760.47,1058.54
14,V0286.jpg,0.8358725761772853,1207.84,766.23
15,P0146.jpg,0.8822714681440443,1274.76,768.94
16,V0108.jpg,0.8047091412742382,1162.35,710.24
17,V0316.jpg,0.8843490304709142,1277.01,697.84
18,V0387.jpg,0.8822714681440443,1274.76,812.45
19,V0066.jpg,0.8912742382271468,1287.53,738.31
20,V0068.jpg,0.8698060941828255,1256.87,860.91
21,V0095.jpg,0.8526365348399246,1811.39,1120.33
22,P0157.jpg,0.8614958448753463,1244.1,689.72
23,V0216.jpg,0.8698060941828255,1256.87,878.82
24,V0352.jpg,0.896814404432133,1295.19,735.86
25,V0143.jpg,0.896814404432133,1295.19,689.77
26,P0148.jpg,0.8649584487534626,1249.21,666.81
