,image_name,pointRate_col,label_x,label_y
0,P0101.jpg,0.5235404896421846,1112.18,1035.09
1,V0383.jpg,0.532015065913371,1130.56,1117.06
2,P0022.jpg,0.5918079096045198,1257.22,1008.09
3,V0334.jpg,0.5630885122410546,1196.77,1126.59
4,V0270.jpg,0.5357815442561206,1138.58,1003.48
5,P0186.jpg,0.553201506591337,1175.87,907.02
6,P0026.jpg,0.5230696798493408,1111.35,1091.31
7,V0252.jpg,0.5607344632768362,1191.81,912.45
8,N0101.jpg,0.5141242937853108,1092.74,1092.96
9,V0201.jpg,0.594632768361582,1263.53,1046.21
10,V0349.jpg,0.5390772128060264,1145.33,1157.82
11,V0005.jpg,0.5249529190207156,1115.52,1116.0
12,V0123.jpg,0.5065913370998116,1076.05,1167.4
13,P0008.jpg,0.5649717514124294,1200.63,993.09
14,V0299.jpg,0.5790960451977402,1230.25,976.59
15,V0273.jpg,0.5499058380414312,1168.32,965.92
16,V0223.jpg,0.544256120527307,1156.38,1111.07
17,P0105.jpg,0.5127118644067796,1089.43,1022.47
18,H0005.jpg,0.5037664783427496,1070.95,1037.54
19,V0102.jpg,0.5494350282485876,1167.2,1153.42
20,V0040.jpg,0.5630885122410546,1196.91,950.01
21,N0110.jpg,0.5080037664783428,1079.92,1120.0
22,V0266.jpg,0.582391713747646,1237.05,1114.87
23,V0268.jpg,0.5315442561205274,1129.75,1022.1
24,V0150.jpg,0.5602636534839924,1190.44,1059.63
25,V0073.jpg,0.5268361581920904,1119.04,1056.8
26,V0141.jpg,0.5903954802259888,1254.74,1021.58
27,V0203.jpg,0.5790960451977402,1230.0,951.48
28,V0392.jpg,0.5536723163841808,1176.87,1178.12
29,V0020.jpg,0.512241054613936,1088.15,1029.96
30,P0192.jpg,0.553201506591337,1175.08,1053.57
31,N0133.jpg,0.538135593220339,1143.02,1116.36
32,N0099.jpg,0.5127118644067796,1089.72,1111.74
33,N0015.jpg,0.5174199623352166,1099.07,1118.22
34,N0036.jpg,0.5376647834274952,1142.22,1062.57
35,P0063.jpg,0.5993408662900188,1273.99,1008.77
36,N0093.jpg,0.5353107344632768,1137.48,1121.6
37,P0189.jpg,0.5522598870056498,1173.5,1028.49
38,P0077.jpg,0.5743879472693032,1220.13,979.11
39,P0007.jpg,0.5903954802259888,1254.88,921.02
40,N0006.jpg,0.5315442561205274,1129.4,903.34
41,V0121.jpg,0.5221280602636534,1109.25,977.26
42,P0056.jpg,0.5508474576271186,1170.03,1056.07
43,P0048.jpg,0.594632768361582,1263.42,1015.83
44,N0137.jpg,0.5141242937853108,1092.38,1077.98
45,P0114.jpg,0.5682674199623352,1207.15,932.06
46,V0074.jpg,0.5249307479224377,758.04,812.23
47,P0040.jpg,0.5117702448210922,1087.24,883.52
48,P0062.jpg,0.5870998116760828,1247.73,1108.29
49,P0167.jpg,0.565442561205273,1201.1,987.33
50,V0021.jpg,0.5513182674199624,1171.89,1011.1
51,V0217.jpg,0.5470809792843692,1162.6,1252.69
52,N0018.jpg,0.5998116760828626,1274.52,1165.12
53,V0350.jpg,0.506120527306968,1075.01,1127.52
54,P0057.jpg,0.57015065913371,1211.25,933.5
55,V0134.jpg,0.519774011299435,1104.65,1123.07
56,N0143.jpg,0.5466101694915254,1161.41,1111.75
57,N0055.jpg,0.5221280602636534,1109.57,1061.42
58,V0230.jpg,0.533427495291902,1133.71,1036.65
59,V0172.jpg,0.5998116760828626,1274.7,1049.49
60,V0379.jpg,0.5193032015065914,1103.46,1107.48
61,V0306.jpg,0.5018832391713748,1066.07,1084.02
62,P0178.jpg,0.5979284369114878,1270.07,1047.79
63,N0095.jpg,0.5240112994350282,1113.66,1108.75
64,V0049.jpg,0.5569679849340866,1183.4,1084.34
65,P0104.jpg,0.518361581920904,1101.34,1181.83
66,V0030.jpg,0.5268361581920904,1119.14,992.06
67,P0150.jpg,0.564030131826742,1198.57,1047.8
68,H0015.jpg,0.5240112994350282,1113.92,1015.72
69,N0001.jpg,0.5070621468926554,1077.09,1090.58
70,V0017.jpg,0.557909604519774,1185.99,922.85
71,N0059.jpg,0.5202448210922788,1105.59,1039.31
72,P0182.jpg,0.5588512241054614,1187.07,1124.39
73,P0014.jpg,0.5979284369114878,1270.79,968.03
74,V0269.jpg,0.5169491525423728,1098.14,1105.93
75,N0014.jpg,0.544256120527307,1156.1,1102.33
76,P0058.jpg,0.5513182674199624,1171.84,1117.23
77,N0157.jpg,0.5145951035781544,1093.84,1189.1
78,H0013.jpg,0.5831024930747922,842.77,695.04
79,V0077.jpg,0.5480225988700564,1164.91,1084.54
80,V0015.jpg,0.5018832391713748,1066.15,1115.19
81,P0113.jpg,0.5315442561205274,1129.31,1138.22
82,V0371.jpg,0.5645009416195856,1199.1,978.91
83,V0272.jpg,0.5484934086629002,1165.19,1048.3
84,V0168.jpg,0.5070621468926554,1077.05,1112.47
85,V0378.jpg,0.5645009416195856,1199.71,1091.89
86,N0050.jpg,0.5051789077212806,1073.63,1073.01
87,V0200.jpg,0.5428436911487758,1153.41,1134.99
88,V0127.jpg,0.5645009416195856,1199.13,1109.01
89,V0351.jpg,0.5781544256120528,1228.31,925.29
90,V0342.jpg,0.5962603878116344,861.21,717.8
91,P0039.jpg,0.5447269303201506,1157.06,1029.44
92,V0238.jpg,0.5145951035781544,1093.99,1106.18
93,V0169.jpg,0.5386064030131826,1144.31,1150.34
94,N0086.jpg,0.5734463276836158,1218.1,1061.57
95,N0127.jpg,0.5583804143126178,1186.73,1174.3
96,P0134.jpg,0.5131826741996234,1090.55,1268.96
97,N0130.jpg,0.5951035781544256,1264.78,1196.3
98,N0107.jpg,0.5282485875706214,1122.84,1061.79
99,N0109.jpg,0.507532956685499,1078.75,1155.05
100,V0382.jpg,0.5216572504708098,1108.36,1234.03
101,V0078.jpg,0.5508474576271186,1170.86,984.22
102,N0116.jpg,0.5004708097928436,1063.72,1130.05
103,P0154.jpg,0.5089453860640302,1081.09,1046.87
104,N0138.jpg,0.5353107344632768,1137.19,1136.03
105,P0197.jpg,0.5998116760828626,1274.76,1036.24
106,P0025.jpg,0.5941619585687382,1262.22,1025.47
107,V0353.jpg,0.5725047080979284,1216.56,893.19
108,V0023.jpg,0.571563088512241,1214.33,932.23
109,N0091.jpg,0.5230696798493408,1111.27,1094.56
110,V0205.jpg,0.583804143126177,1240.38,1084.5
111,N0142.jpg,0.5084745762711864,1080.14,1100.24
112,V0171.jpg,0.5193032015065914,1103.29,1086.33
113,V0128.jpg,0.5616760828625236,1193.43,1082.1
114,V0380.jpg,0.5315442561205274,1129.68,1097.12
115,V0087.jpg,0.5353107344632768,1137.27,1138.29
116,V0139.jpg,0.5291902071563088,1124.7,1140.31
117,N0047.jpg,0.532015065913371,1130.11,1113.63
118,V0045.jpg,0.5348399246704332,1136.49,1091.84
119,P0199.jpg,0.5216572504708098,1108.44,997.69
120,P0043.jpg,0.559322033898305,1188.21,967.78
121,V0281.jpg,0.5894538606403014,1252.0,993.04
122,V0340.jpg,0.5254237288135594,1116.11,1114.37
123,P0061.jpg,0.589924670433145,1253.4,1093.42
124,P0115.jpg,0.5318559556786704,768.66,736.48
125,V0091.jpg,0.5767419962335216,1225.6,996.52
126,P0174.jpg,0.5819209039548022,1236.86,989.1
127,V0093.jpg,0.518361581920904,1101.84,1051.36
128,N0152.jpg,0.5207156308851224,1106.41,1098.63
129,N0105.jpg,0.5357815442561206,1138.9,1071.43
130,V0028.jpg,0.5786252354048964,1229.21,979.34
131,H0024.jpg,0.538135593220339,1143.57,1006.39
132,P0047.jpg,0.5555555555555556,1180.97,887.79
133,P0094.jpg,0.5932203389830508,1260.55,1025.83
134,V0254.jpg,0.5918079096045198,1257.26,1006.37
135,V0265.jpg,0.5546139359698682,1178.19,1181.82
136,V0174.jpg,0.5447269303201506,1157.34,1125.75
137,V0300.jpg,0.57015065913371,1211.61,970.61
138,N0161.jpg,0.559322033898305,1188.01,1082.18
139,N0117.jpg,0.5409604519774012,1149.39,1143.21
140,N0115.jpg,0.5301318267419962,1126.66,1120.87
141,V0057.jpg,0.5357815442561206,1138.64,1097.8
142,N0123.jpg,0.5329566854990584,1132.49,1090.8
143,V0359.jpg,0.5918079096045198,1257.35,979.96
144,P0052.jpg,0.5513182674199624,1171.55,1085.63
145,N0019.jpg,0.5277777777777778,1121.29,1167.23
146,V0327.jpg,0.5781544256120528,1228.39,1172.62
147,V0202.jpg,0.5390772128060264,1145.14,1186.16
148,V0133.jpg,0.5202448210922788,1105.19,1074.06
149,P0100.jpg,0.5006925207756233,723.18,699.69
150,V0210.jpg,0.5739171374764596,1219.9,1141.87
151,N0035.jpg,0.5117702448210922,1087.19,1028.52
152,N0089.jpg,0.525894538606403,1117.19,1124.43
153,V0191.jpg,0.550376647834275,1169.97,957.05
154,V0111.jpg,0.5809792843691148,1234.68,984.24
155,P0151.jpg,0.564030131826742,1198.69,1033.05
156,V0304.jpg,0.544256120527307,1156.14,987.36
157,N0053.jpg,0.5282485875706214,1122.87,1090.49
158,P0190.jpg,0.5805084745762712,1233.12,1043.36
159,V0162.jpg,0.5574387947269304,1184.54,1203.48
160,N0139.jpg,0.5324858757062146,1131.17,1087.82
161,P0124.jpg,0.5249529190207156,1115.09,1047.51
162,V0001.jpg,0.5447269303201506,1157.74,1019.87
163,V0289.jpg,0.5324858757062146,1131.03,1085.45
164,V0325.jpg,0.5301318267419962,1126.45,1131.33
165,N0085.jpg,0.5037664783427496,1070.4,1193.79
166,N0153.jpg,0.5211864406779662,1107.2,1145.16
167,N0061.jpg,0.5117702448210922,1087.28,1019.73
168,P0024.jpg,0.5847457627118644,1242.4,985.87
169,V0065.jpg,0.5390772128060264,1145.43,1075.79
170,N0121.jpg,0.5371939736346516,1141.34,1119.47
171,V0146.jpg,0.5065913370998116,1076.37,1034.51
172,V0271.jpg,0.5753295668549906,1222.66,1075.9
173,V0231.jpg,0.5193032015065914,1103.79,1111.79
174,V0008.jpg,0.5781544256120528,1228.99,1057.48
175,P0012.jpg,0.550376647834275,1169.67,1067.43
176,V0366.jpg,0.5178907721280602,1100.99,1103.29
177,P0208.jpg,0.5466101694915254,1161.85,1031.41
178,P0083.jpg,0.5833333333333334,1239.16,1029.86
179,V0310.jpg,0.5169491525423728,1098.36,1042.25
180,V0381.jpg,0.5193905817174516,750.91,719.86
181,V0137.jpg,0.507532956685499,1078.94,1178.9
182,N0151.jpg,0.5470809792843692,1162.35,1229.45
183,N0102.jpg,0.568738229755179,1208.17,1096.34
184,V0263.jpg,0.5084745762711864,1080.43,1084.95
185,N0075.jpg,0.5112994350282486,1086.2,1045.75
186,N0020.jpg,0.5362523540489642,1139.55,1098.11
187,V0264.jpg,0.5795668549905838,1231.32,946.75
188,V0154.jpg,0.5131826741996234,1090.33,1140.5
189,V0219.jpg,0.5287193973634652,1123.71,1035.98
190,N0037.jpg,0.527306967984934,1120.16,1100.21
191,N0072.jpg,0.5833333333333334,1239.17,1056.55
192,P0019.jpg,0.5936911487758946,1261.0,1016.51
193,V0267.jpg,0.5809792843691148,1234.76,1082.38
194,N0135.jpg,0.5178907721280602,1100.64,1126.35
195,V0314.jpg,0.5734463276836158,1218.71,1018.32
196,P0044.jpg,0.5155367231638418,1095.13,1072.45
197,V0059.jpg,0.5282485875706214,1122.26,1101.26
198,P0196.jpg,0.576271186440678,1224.35,983.86
199,P0193.jpg,0.5089453860640302,1081.01,894.14
200,V0004.jpg,0.5023540489642184,1067.79,1069.81
201,N0150.jpg,0.5127118644067796,1089.58,1136.19
202,V0393.jpg,0.518361581920904,1101.63,1104.64
203,V0109.jpg,0.5117702448210922,1087.35,1034.42
204,V0321.jpg,0.5065913370998116,1076.98,1127.3
205,V0274.jpg,0.5263653483992468,1118.46,1081.88
206,V0337.jpg,0.5870998116760828,1247.45,1088.64
207,V0132.jpg,0.5856873822975518,1244.81,1033.15
208,P0067.jpg,0.5597928436911488,1189.78,1007.92
209,V0147.jpg,0.5004708097928436,1063.13,1090.44
210,V0326.jpg,0.5160075329566854,1096.59,1115.57
211,V0400.jpg,0.5018832391713748,1066.71,1125.92
212,V0119.jpg,0.5051789077212806,1073.2,1088.14
213,N0039.jpg,0.507532956685499,1078.14,1097.28
214,N0145.jpg,0.5254237288135594,1116.17,1107.15
215,V0221.jpg,0.5433145009416196,1154.29,966.93
216,V0344.jpg,0.5282485875706214,1122.95,1090.64
217,V0145.jpg,0.5423728813559322,1152.36,1031.63
218,V0251.jpg,0.536723163841808,1140.03,1116.39
219,N0021.jpg,0.5338983050847458,1134.92,1100.73
220,P0152.jpg,0.5127118644067796,1089.5,1032.44
221,V0287.jpg,0.5461393596986818,1160.05,1049.48
222,V0010.jpg,0.5470809792843692,1162.84,1134.91
223,V0257.jpg,0.551789077212806,1172.36,1053.85
224,V0228.jpg,0.5103578154425612,1084.63,1056.76
225,V0235.jpg,0.5795668549905838,1231.39,1147.07
226,V0197.jpg,0.5861581920903954,1245.52,1020.92
227,V0213.jpg,0.5348399246704332,1136.12,981.98
228,V0175.jpg,0.5127118644067796,1089.78,1103.32
229,V0218.jpg,0.5616760828625236,1193.9,1175.34
230,P0066.jpg,0.585216572504708,1243.87,1036.35
231,N0042.jpg,0.5174199623352166,1099.04,772.5
232,V0097.jpg,0.5348399246704332,1136.49,1034.51
233,V0043.jpg,0.5291902071563088,1124.03,981.37
234,V0118.jpg,0.5324858757062146,1131.06,1110.72
235,V0155.jpg,0.5193032015065914,1103.56,1099.49
236,P0133.jpg,0.5094161958568738,1082.13,1030.94
237,P0162.jpg,0.5155367231638418,1095.45,1062.52
238,N0056.jpg,0.5734463276836158,1218.93,1033.99
239,V0188.jpg,0.5098870056497176,1083.79,1086.62
240,V0190.jpg,0.5362523540489642,1139.12,1024.67
241,P0010.jpg,0.576271186440678,1224.41,1021.79
242,N0022.jpg,0.5117702448210922,1087.09,1099.77
243,P0080.jpg,0.5664819944598338,818.28,720.05
244,V0051.jpg,0.5390772128060264,1145.25,1111.91
245,P0126.jpg,0.5748587570621468,1221.37,1027.85
246,V0126.jpg,0.5013850415512465,724.17,755.84
247,V0322.jpg,0.5178907721280602,1100.91,1057.22
248,P0049.jpg,0.5734463276836158,1218.28,1060.43
249,V0279.jpg,0.597457627118644,1269.69,959.83
250,N0129.jpg,0.5108286252354048,1085.16,1126.3
251,V0185.jpg,0.5178907721280602,1100.72,1161.55
252,V0110.jpg,0.5221280602636534,1109.12,1107.42
253,N0071.jpg,0.507532956685499,1078.49,1027.58
